peso,potencia,velocidade_max,tipo_cambio,tipo_pneu,tipo_motor,sobrealimentacao,carroceria,tracao,pista,titulos_armageddon,vitorias_lista_estado,tempo_armageddon_s
911.6347072821006,1293.7593599498587,277.70028511387756,Sequencial,Pro-Front,V6,Single Turbo,Fibra de Vidro,4x4,Pista Tratada,8,17,6.0402077477334135
1530.663931772127,2476.2567591626657,282.4415671583977,Liberty,Pro-Front,AP,Bi-Turbo,Fibra de Vidro,Traseira,Pista Tratada,8,48,5.087739136946637
1768.2016871207168,1395.5928724093988,262.66271706176894,Liberty,Mickey Thompson,V8,Supercharger,Metal,Traseira,Pista Tratada,6,8,6.471309478942215
1690.3152448406868,1201.4439874819127,260.7888709836201,Liberty,Pro-Front,L6,Bi-Turbo,Fibra de Carbono,Dianteira,No Prep,7,45,6.564242999107192
1165.6270910643407,1289.3585857855142,270.2276199023206,Sequencial,Hoosier,L6,Aspirado,Fibra de Vidro,Traseira,No Prep,4,29,6.091147423849726
1059.4584475086388,1282.3325706518963,272.71559352833066,Sequencial,Pro-Front,L6,Aspirado,Fibra de Carbono,Dianteira,Pista Tratada,4,12,5.864195318656769
1558.5259976013567,1977.0120466916815,274.1037736821622,Sequencial,Mickey Thompson,V8,Supercharger,Fibra de Vidro,Dianteira,Pista Tratada,2,30,5.8557987827233
1027.6196110580781,2674.0749204951067,305.94327557850806,Sequencial,Mickey Thompson,L6,Single Turbo,Fibra de Carbono,Dianteira,Pista Tratada,5,45,4.306981144118607
1916.9087907242777,1067.1706616842619,257.1107982838221,Sapinho,Hoosier,V6,Aspirado,Metal,Traseira,No Prep,0,42,6.938346691345716
1555.581006879872,2384.6082688361876,280.4164208630395,Sapinho,Pro-Front,V8,Supercharger,Fibra de Carbono,Dianteira,No Prep,2,12,5.439239648605939
1117.5739079225186,2274.127565271001,292.3993997164009,Sapinho,Pro-Front,V8,Supercharger,Fibra de Carbono,4x4,Pista Tratada,1,31,5.022023719718797
1445.8884891473272,2732.291898841661,288.9334474518107,Liberty,Hoosier,V8,Supercharger,Fibra de Carbono,4x4,Pista Tratada,6,16,4.588675047464437
1449.633731566376,1412.7098770645052,267.0853904629794,Sapinho,Mickey Thompson,5C,Aspirado,Fibra de Carbono,Traseira,No Prep,8,2,6.450053909224559
785.1863462126513,1845.2307032385622,299.92366762032503,Liberty,Mickey Thompson,AP,Aspirado,Fibra de Carbono,Dianteira,No Prep,3,0,5.413845892552287
1883.06348801548,2844.237486331386,279.87912058182576,Sequencial,Pro-Front,5C,Single Turbo,Metal,4x4,Pista Tratada,6,4,4.855982175701579
1265.6725622436857,2285.986245284166,286.93874027779015,Liberty,Pro-Front,5C,Single Turbo,Fibra de Vidro,Traseira,No Prep,7,31,5.250939479059852
1522.9866154298963,1716.4136670093535,270.7254951446894,Liberty,Pro-Front,5C,Single Turbo,Fibra de Carbono,Traseira,Pista Tratada,9,24,5.822382125088511
1184.059521236734,1175.9660039960638,267.53028683992784,Sapinho,Pro-Front,AP,Aspirado,Metal,Traseira,Pista Tratada,1,44,6.284445588384731
1593.4336930661245,1451.218516591241,265.56276360218794,Sequencial,Pro-Front,5C,Aspirado,Fibra de Carbono,Traseira,No Prep,6,4,6.379720675845061
1076.9857123088464,2120.552502727705,290.8259383833583,Sequencial,Mickey Thompson,L6,Single Turbo,Fibra de Carbono,Traseira,Pista Tratada,2,36,4.950828325287453
731.7046635987223,2408.152689877079,322.39077636106583,Sapinho,Mickey Thompson,V8,Supercharger,Fibra de Vidro,Dianteira,Pista Tratada,7,22,4.419733305414174
1603.4896159476489,1161.2859623889763,261.10980323447154,Sequencial,Mickey Thompson,V8,Supercharger,Fibra de Carbono,Dianteira,Pista Tratada,5,11,7.022115306964912
909.5440121433603,2159.1542460925134,300.49261502233253,Sequencial,Mickey Thompson,V6,Aspirado,Metal,Dianteira,Pista Tratada,2,33,5.167976916031765
1183.176365108498,2055.737685561377,285.29936635707384,Sequencial,Hoosier,L6,Aspirado,Metal,Dianteira,Pista Tratada,7,22,5.165044461085728
1746.0669244148694,1979.3064380504868,270.88245821717754,Sapinho,Mickey Thompson,AP,Bi-Turbo,Fibra de Vidro,Traseira,Pista Tratada,2,15,6.090869383233269
1649.6192898763072,2349.258547132217,277.8186351006726,Sequencial,Hoosier,V8,Supercharger,Fibra de Carbono,Traseira,Pista Tratada,8,48,5.080619236366392
1488.1254657479433,2658.6441496752695,286.471519124653,Liberty,Mickey Thompson,5C,Single Turbo,Metal,4x4,No Prep,2,4,5.3326831888928705
1324.473956413195,1578.2783346714236,272.26821992040266,Liberty,Pro-Front,V6,Single Turbo,Fibra de Carbono,4x4,No Prep,0,43,5.974933224482874
1137.4144324178862,2766.9255992330145,301.8953733342286,Sequencial,Pro-Front,V6,Aspirado,Fibra de Carbono,Dianteira,Pista Tratada,1,46,4.315943088971816
979.0749871320257,1237.3305864989566,273.99064063572314,Sapinho,Pro-Front,V8,Supercharger,Fibra de Carbono,Traseira,No Prep,3,27,6.000494538028664
1074.9577089995094,1263.3501264774452,271.87739328141595,Sapinho,Hoosier,L6,Aspirado,Fibra de Vidro,4x4,Pista Tratada,1,5,6.345186622672013
1365.9688251985792,1460.2213336102402,269.3407362743184,Sapinho,Mickey Thompson,V6,Bi-Turbo,Fibra de Carbono,4x4,Pista Tratada,3,12,6.259521228142662
1702.849435325216,1151.0148260488634,259.9569731799772,Sequencial,Mickey Thompson,V8,Supercharger,Metal,4x4,No Prep,3,42,6.389514871673725
1487.4106246003653,1383.670371834043,266.0284169234532,Sequencial,Hoosier,L6,Single Turbo,Fibra de Carbono,4x4,Pista Tratada,3,29,6.282652046577282
1747.5417713534648,1123.4647020959737,259.1679215536079,Liberty,Hoosier,V8,Supercharger,Metal,Dianteira,Pista Tratada,0,25,6.660510721316063
773.0302251096641,2625.68007566932,324.9082904595225,Sapinho,Hoosier,V8,Supercharger,Fibra de Carbono,Traseira,No Prep,8,16,4.173077088911167
1393.3043656430978,1191.8348829619117,264.241437009813,Liberty,Hoosier,L6,Single Turbo,Metal,Dianteira,No Prep,9,8,6.640205062944899
869.0705120199732,2469.324870875699,311.65225429129697,Liberty,Hoosier,L6,Aspirado,Metal,4x4,No Prep,6,15,4.598568273414346
1240.5194599702102,1000.6191226180008,263.0766925244976,Sapinho,Pro-Front,L6,Single Turbo,Fibra de Carbono,4x4,No Prep,1,48,6.276544139811715
1130.3611114008445,2891.892687779222,304.8970637676951,Sequencial,Mickey Thompson,V8,Supercharger,Fibra de Carbono,Traseira,No Prep,2,17,4.143388885972512
1865.2450193099596,2393.4361838083087,274.45378470710097,Sequencial,Hoosier,V6,Aspirado,Metal,Traseira,No Prep,7,12,5.374463590248526
1098.988213556245,914.2727520308348,263.6809068596998,Liberty,Pro-Front,AP,Bi-Turbo,Fibra de Vidro,Dianteira,Pista Tratada,6,28,6.409562712195136
799.408356756158,2504.0986504204493,318.6017557453164,Liberty,Hoosier,AP,Aspirado,Fibra de Carbono,Traseira,No Prep,3,42,4.532222692861733
874.4310166170627,1979.5720336089892,297.8654501218498,Liberty,Pro-Front,V8,Supercharger,Fibra de Vidro,Dianteira,No Prep,3,44,4.742575349573217
1456.7408443518216,2536.6668577037517,285.39143674258,Liberty,Hoosier,V8,Supercharger,Fibra de Carbono,Dianteira,Pista Tratada,8,23,4.929276098057562
1310.582424582586,1997.2432986702358,280.20152067338597,Sapinho,Mickey Thompson,V6,Bi-Turbo,Fibra de Carbono,4x4,Pista Tratada,4,44,5.336977513300541
783.145129645246,2246.152201034245,312.2915171787149,Liberty,Hoosier,L6,Aspirado,Fibra de Carbono,Dianteira,No Prep,4,43,4.722049163166208
765.7889422372973,2551.296476329585,323.35616951115793,Liberty,Hoosier,V8,Supercharger,Fibra de Carbono,4x4,Pista Tratada,6,45,4.148406549603326
1477.0466619758495,1750.726914634499,272.11691791968383,Sequencial,Mickey Thompson,5C,Bi-Turbo,Fibra de Vidro,Dianteira,Pista Tratada,0,12,6.0538559645861785
754.2182664914774,905.6871146229494,272.4879106606165,Sequencial,Mickey Thompson,L6,Bi-Turbo,Fibra de Carbono,Dianteira,Pista Tratada,2,24,6.417189221317694
1786.2320711484276,2684.8876414848955,279.7041351034099,Sequencial,Hoosier,V8,Supercharger,Metal,Traseira,Pista Tratada,1,40,4.819151513857126
1647.4906725877954,1699.8697615117915,268.4524785421298,Sapinho,Mickey Thompson,5C,Single Turbo,Metal,Traseira,Pista Tratada,9,45,5.963401052979409
807.8566830932517,1941.6897246348244,301.1997686835106,Sapinho,Mickey Thompson,V6,Aspirado,Fibra de Vidro,4x4,Pista Tratada,5,0,5.026620579332748
766.5344683668958,916.3099485233344,272.3581376221618,Sequencial,Pro-Front,5C,Single Turbo,Fibra de Carbono,Traseira,Pista Tratada,5,8,6.354402689720102
1983.9674942014105,1933.3932217352058,267.08490533041504,Sequencial,Mickey Thompson,V8,Supercharger,Metal,Dianteira,No Prep,9,3,6.1129314518412885
1124.2124594166098,2971.623543300632,306.9242388464426,Liberty,Mickey Thompson,AP,Single Turbo,Fibra de Vidro,4x4,Pista Tratada,0,27,4.07308727521052
1058.0549900082287,1484.3620877194162,277.31238293152506,Liberty,Hoosier,V8,Supercharger,Fibra de Carbono,4x4,No Prep,5,11,6.021992768621498
1775.359480709003,1730.378367508994,267.088609060965,Sapinho,Hoosier,AP,Aspirado,Metal,4x4,Pista Tratada,9,23,6.231410374704172
1936.6982928606305,2343.098992584221,272.70308267006965,Sapinho,Pro-Front,V6,Single Turbo,Metal,Dianteira,Pista Tratada,1,45,5.575695762681366
1784.8811489287007,2611.066701799683,278.74391998831123,Liberty,Hoosier,V6,Single Turbo,Fibra de Vidro,Traseira,No Prep,3,8,5.30090529458345
1448.4457489641206,1776.5224104128106,273.10082365549073,Sequencial,Mickey Thompson,L6,Single Turbo,Fibra de Carbono,4x4,Pista Tratada,5,34,5.530055378755991
1063.7847772415341,1550.3046278427144,278.61185648426977,Liberty,Mickey Thompson,L6,Aspirado,Fibra de Carbono,Dianteira,Pista Tratada,2,37,5.587295704596221
900.2008600384025,2869.434179968641,319.9173843789814,Sapinho,Mickey Thompson,AP,Single Turbo,Metal,Traseira,No Prep,2,34,4.185660134652868
1732.576299112924,2322.0044300105055,275.81523015524215,Sapinho,Hoosier,AP,Single Turbo,Metal,Traseira,Pista Tratada,2,32,5.517972742332376
1470.085099682966,1149.9447394355961,262.4945920839618,Liberty,Mickey Thompson,V6,Single Turbo,Metal,4x4,Pista Tratada,3,34,6.623703444342332
1112.7064494319159,1044.7485440827622,266.235424633272,Liberty,Mickey Thompson,5C,Aspirado,Fibra de Carbono,Dianteira,No Prep,8,45,6.182597760649061
1698.8627359023149,1915.454686659775,270.73712690938703,Liberty,Pro-Front,AP,Bi-Turbo,Fibra de Vidro,Traseira,No Prep,3,19,5.850888132723785
840.0932808906434,1362.189138699272,282.53007060537453,Sapinho,Pro-Front,AP,Bi-Turbo,Fibra de Vidro,Dianteira,Pista Tratada,3,1,5.635477950806065
1182.4776063766762,1433.3679820901323,272.75874173001154,Sequencial,Pro-Front,5C,Bi-Turbo,Fibra de Carbono,Traseira,No Prep,3,43,5.9764658705999025
732.2619363488126,2743.153575538481,333.25270502287253,Liberty,Hoosier,L6,Bi-Turbo,Fibra de Vidro,4x4,Pista Tratada,6,25,4.0378112822248715
1362.3927703929517,1088.0886510642524,262.8868292437855,Sapinho,Mickey Thompson,L6,Single Turbo,Metal,4x4,Pista Tratada,4,41,6.177461767424505
780.8075377363845,2402.2646419806683,317.26965860218894,Sapinho,Mickey Thompson,AP,Aspirado,Fibra de Vidro,Traseira,No Prep,1,12,4.753607849788051
848.3233495695176,1469.398732099235,285.171583849284,Sapinho,Mickey Thompson,L6,Single Turbo,Fibra de Vidro,Dianteira,No Prep,6,29,5.8007968881549745
846.9283465192733,2496.689264948689,314.1970096907379,Liberty,Pro-Front,L6,Aspirado,Fibra de Vidro,Traseira,No Prep,2,31,4.566878747240571
1579.0523625392761,2417.0639073734437,280.3631352252359,Liberty,Mickey Thompson,L6,Single Turbo,Metal,Dianteira,No Prep,0,35,5.2238175700000316
1440.9657768507318,915.5229930330154,258.988176212239,Sequencial,Mickey Thompson,V6,Bi-Turbo,Fibra de Carbono,Traseira,Pista Tratada,8,18,6.910297771600805
1500.0425181165915,1969.1843671353581,275.15988759846766,Sapinho,Mickey Thompson,V8,Supercharger,Metal,4x4,No Prep,4,21,5.200461489263635
1661.4159994440326,1192.5709129938973,260.9565305084964,Liberty,Mickey Thompson,AP,Bi-Turbo,Fibra de Carbono,Dianteira,No Prep,9,0,7.011342759082128
1062.3679911141783,2719.0767642152214,304.92259798018785,Sapinho,Mickey Thompson,AP,Aspirado,Fibra de Carbono,4x4,Pista Tratada,0,10,4.435644894002761
971.4263280074979,2730.3303540110537,310.9193598061513,Sapinho,Hoosier,V6,Single Turbo,Fibra de Carbono,Dianteira,Pista Tratada,0,25,4.2156710731490845
1658.087058444617,1778.5261957368919,269.4275613958864,Sequencial,Mickey Thompson,V8,Supercharger,Fibra de Vidro,Traseira,Pista Tratada,0,47,5.737300363240028
961.4835056010088,1833.230798747269,289.3386119546332,Liberty,Hoosier,V8,Supercharger,Fibra de Vidro,4x4,Pista Tratada,8,18,5.257845269730663
1662.4869902294236,1536.8941727495069,265.8899614397411,Liberty,Mickey Thompson,V6,Bi-Turbo,Fibra de Carbono,4x4,Pista Tratada,7,18,6.480143747564282
692.3975641836126,2404.873227816065,326.73811905716735,Sapinho,Hoosier,5C,Aspirado,Fibra de Carbono,Dianteira,Pista Tratada,5,11,4.609900577630383
1767.46913284425,1653.1888623555642,266.1498831133525,Sapinho,Mickey Thompson,5C,Single Turbo,Fibra de Vidro,Dianteira,Pista Tratada,9,2,6.21291418478874
851.7918943406913,1462.3641964975309,284.8060410957687,Sequencial,Mickey Thompson,V8,Supercharger,Metal,Dianteira,Pista Tratada,5,17,5.603277543484822
1588.9659759720325,1807.6852249594672,270.97959501224705,Sequencial,Mickey Thompson,5C,Aspirado,Fibra de Carbono,4x4,Pista Tratada,5,48,6.091183239241596
1433.2413309035599,1092.1237886136632,262.01153323367976,Sequencial,Mickey Thompson,5C,Single Turbo,Metal,Traseira,No Prep,3,4,6.785765802072201
1792.4019798088443,2467.866729752828,276.6900810450767,Sequencial,Pro-Front,5C,Single Turbo,Fibra de Vidro,Dianteira,No Prep,4,47,5.061543818955465
755.2724960301068,926.4524426707526,273.10426260862806,Sequencial,Mickey Thompson,V8,Supercharger,Fibra de Carbono,Traseira,Pista Tratada,9,23,5.882919992563988
1464.625141281585,2253.4186291932474,280.5507322189445,Sequencial,Hoosier,5C,Single Turbo,Metal,Dianteira,No Prep,2,13,5.115548595930408
1963.1630427429188,1284.015506185232,259.4346228856908,Sapinho,Pro-Front,AP,Aspirado,Metal,Traseira,Pista Tratada,2,37,6.502826780351743
1427.7174130041785,1388.0484970502675,267.03015514704043,Sequencial,Pro-Front,V8,Supercharger,Metal,Dianteira,Pista Tratada,9,2,6.345498318384674
1399.7505291860834,2234.8271971440836,281.9360077347831,Sapinho,Mickey Thompson,V6,Aspirado,Fibra de Vidro,Traseira,Pista Tratada,6,5,5.534906403681955
1471.4085841033866,2985.181278144105,292.254074441427,Sapinho,Hoosier,5C,Single Turbo,Fibra de Vidro,4x4,Pista Tratada,4,11,4.665769178961311
1345.449277721328,2533.2067270523567,288.7686892864442,Liberty,Hoosier,L6,Bi-Turbo,Metal,Dianteira,No Prep,7,10,5.104767277479321
1553.0696961008762,1374.2632276691231,264.944918094462,Sapinho,Pro-Front,V8,Supercharger,Metal,Dianteira,No Prep,4,38,6.2876587460329985
1351.0594568769482,1269.651985586381,266.2549978397312,Sapinho,Hoosier,V6,Single Turbo,Fibra de Vidro,4x4,Pista Tratada,3,25,6.086312533766077
1881.3896125891868,2719.0890275621077,278.3231732399421,Sequencial,Mickey Thompson,AP,Aspirado,Metal,Dianteira,No Prep,2,0,5.3583127351622855
854.5356564097494,1832.786290635159,295.02296572215755,Sapinho,Mickey Thompson,V6,Single Turbo,Metal,Dianteira,No Prep,1,15,5.386965234890842
1023.4402447596087,1187.8108859391264,271.5276582399774,Sequencial,Mickey Thompson,5C,Aspirado,Fibra de Vidro,4x4,Pista Tratada,2,47,5.953214064677422
1940.4937808918705,2710.64398897607,277.1683747307705,Sequencial,Mickey Thompson,L6,Single Turbo,Metal,4x4,Pista Tratada,6,48,4.909504608846455
1868.3165406690996,2613.793941119949,277.2191435375689,Sequencial,Mickey Thompson,5C,Single Turbo,Metal,Traseira,No Prep,7,46,4.985617944210583
1346.7881033428555,2966.2033641840435,296.39933414038444,Liberty,Pro-Front,V6,Bi-Turbo,Metal,4x4,No Prep,4,8,4.244580736662654
1389.7432056256596,2810.461742096636,292.09882652367054,Sequencial,Mickey Thompson,V8,Supercharger,Fibra de Vidro,4x4,Pista Tratada,0,4,4.567997053155991
1132.8574195773592,2688.7597111871373,300.4817576089036,Sapinho,Mickey Thompson,L6,Bi-Turbo,Metal,Dianteira,Pista Tratada,2,7,5.052977350723248
923.1708525016622,1010.4062354031066,269.9493825625584,Sequencial,Pro-Front,L6,Aspirado,Fibra de Vidro,4x4,No Prep,3,20,6.0904615542630385
1220.7942773351808,1119.2722759460478,265.70815535191673,Sequencial,Pro-Front,V6,Single Turbo,Fibra de Vidro,Dianteira,Pista Tratada,9,32,5.958306271371438
1040.419272586574,2094.864708038658,291.88856834840885,Sequencial,Pro-Front,5C,Aspirado,Fibra de Carbono,4x4,Pista Tratada,3,38,4.911585796677408
1275.3292340878893,2016.1064171918238,281.5602923411248,Liberty,Hoosier,V6,Single Turbo,Fibra de Carbono,4x4,Pista Tratada,0,42,5.335637350508742
893.2815643579818,1861.7227504280245,293.5753934784425,Sapinho,Hoosier,L6,Single Turbo,Metal,Traseira,No Prep,9,19,5.309607221880851
1772.34639227946,1733.257583370627,267.1669492737352,Liberty,Mickey Thompson,V6,Single Turbo,Fibra de Vidro,4x4,No Prep,8,44,5.733477070990093
1685.934959369195,1805.5420182150906,269.38713562120023,Sapinho,Mickey Thompson,L6,Bi-Turbo,Fibra de Carbono,4x4,Pista Tratada,9,21,5.955461582605416
1637.794056823694,2095.52566168307,274.3655812625463,Liberty,Mickey Thompson,5C,Aspirado,Metal,Dianteira,No Prep,3,12,5.599252972814499
1226.8182936710027,904.3606869601705,261.4186098783252,Sapinho,Hoosier,V8,Supercharger,Fibra de Carbono,Dianteira,Pista Tratada,1,38,6.517785518314051
995.7181686120543,1447.4884256789896,278.52507647656677,Liberty,Mickey Thompson,V8,Supercharger,Fibra de Carbono,Traseira,No Prep,8,10,5.790951468707901
1598.8986212835046,1988.3874134462933,273.50895189465245,Sequencial,Mickey Thompson,V6,Single Turbo,Fibra de Vidro,4x4,No Prep,3,17,5.634418885993971
1459.5096663581896,2416.653807214657,283.3495142036328,Liberty,Hoosier,L6,Single Turbo,Fibra de Vidro,Dianteira,No Prep,3,29,4.932170430368415
845.8692781317891,1265.7290540303322,279.5433154887423,Liberty,Pro-Front,V8,Supercharger,Fibra de Carbono,4x4,Pista Tratada,5,32,5.443326607213606
1609.1457281837193,2048.4504649536093,274.21098711169986,Sequencial,Hoosier,L6,Aspirado,Fibra de Carbono,Traseira,Pista Tratada,7,43,5.413925860361961
1608.3402223570226,2400.365336160142,279.4498251980866,Sequencial,Mickey Thompson,5C,Aspirado,Fibra de Vidro,Dianteira,Pista Tratada,4,2,5.3967198101949485
1939.7598959503089,1833.7180816192,266.38837889233736,Sapinho,Hoosier,V6,Single Turbo,Metal,Dianteira,No Prep,7,0,6.040923536628236
1503.7770690594289,956.8703807071072,259.0110369482774,Sapinho,Pro-Front,L6,Bi-Turbo,Fibra de Vidro,Traseira,Pista Tratada,0,35,6.665810759475455
1305.6834998545055,1843.463132777837,277.52629034812696,Sapinho,Pro-Front,V6,Bi-Turbo,Fibra de Carbono,4x4,Pista Tratada,3,5,5.722587446970804
1301.8916435487426,1522.5342642627215,271.7394733678975,Liberty,Pro-Front,L6,Single Turbo,Metal,Dianteira,Pista Tratada,0,36,5.606512368857599
1631.3830530210935,2852.2641761727896,285.55954289534986,Sapinho,Pro-Front,L6,Bi-Turbo,Fibra de Carbono,Dianteira,Pista Tratada,2,28,4.604939371693062
1839.27666740049,1161.6881099244874,258.89857480365805,Liberty,Pro-Front,5C,Aspirado,Metal,Traseira,No Prep,6,10,6.764579884551072
726.1230435083132,2270.199506565187,318.45915519278276,Liberty,Pro-Front,V6,Bi-Turbo,Fibra de Carbono,Traseira,Pista Tratada,0,12,4.767333711345594
831.6403693967025,1010.7115093024524,272.8339267186401,Sapinho,Mickey Thompson,AP,Aspirado,Metal,Traseira,Pista Tratada,4,10,6.455213436409028
1251.7560402536596,1836.9579194066628,278.8543306576832,Sapinho,Mickey Thompson,L6,Aspirado,Metal,4x4,No Prep,0,37,5.513006272587868
1506.7643973974696,2063.3569231621696,276.51215216162586,Liberty,Hoosier,L6,Aspirado,Fibra de Carbono,4x4,Pista Tratada,5,24,5.689603408802386
1984.7313551779334,1525.7053557654176,262.1720953146513,Sequencial,Mickey Thompson,V8,Supercharger,Metal,4x4,No Prep,8,14,6.50687984761823
882.4502423918104,1855.6588345928074,294.0220463745417,Sequencial,Pro-Front,V6,Aspirado,Fibra de Vidro,Traseira,No Prep,2,12,5.403009758527599
1286.0133296591778,1243.4629685133934,266.90357488140523,Liberty,Mickey Thompson,AP,Bi-Turbo,Fibra de Carbono,Dianteira,No Prep,5,41,6.107512464883974
1131.3621251615034,1538.6600838828758,276.28800269346397,Sapinho,Hoosier,5C,Aspirado,Fibra de Vidro,4x4,Pista Tratada,3,32,6.139029601414497
1669.312685770895,2204.3232823114263,275.34478990575826,Liberty,Pro-Front,AP,Single Turbo,Fibra de Carbono,Traseira,No Prep,5,12,5.5441620074563716
1810.5427077628506,1533.7801173084258,264.04416402957725,Liberty,Mickey Thompson,5C,Aspirado,Metal,4x4,No Prep,1,37,6.411114296059436
1805.9944456533653,2789.4604646586304,280.6938072242722,Sapinho,Mickey Thompson,AP,Single Turbo,Metal,Dianteira,No Prep,3,23,4.985373316188729
1362.4317917539643,2219.6546110460786,282.7141856131975,Sequencial,Hoosier,AP,Aspirado,Metal,Dianteira,Pista Tratada,6,19,5.416852109971659
1103.1158923844184,1821.1629387155674,283.23319854285285,Liberty,Pro-Front,V6,Aspirado,Fibra de Carbono,Traseira,No Prep,5,43,5.383020129986253
1015.2796376851628,981.3895646637832,266.8965798142455,Sequencial,Hoosier,V8,Supercharger,Fibra de Vidro,Dianteira,No Prep,8,16,6.392728237517035
780.8855363830013,1949.0515039298095,303.4066760637905,Sequencial,Pro-Front,AP,Bi-Turbo,Fibra de Vidro,Traseira,No Prep,6,49,4.647255451947375
1562.0168237801543,2506.030108462687,282.1214013846186,Sapinho,Pro-Front,L6,Aspirado,Fibra de Carbono,Traseira,Pista Tratada,0,23,4.95629964146738
1509.159029312679,1457.6709558260686,266.87898463343487,Liberty,Mickey Thompson,L6,Aspirado,Fibra de Carbono,Traseira,No Prep,5,25,6.078212665372526
1799.695087149021,2594.2244962624113,278.2330357076938,Liberty,Hoosier,L6,Bi-Turbo,Fibra de Vidro,Traseira,No Prep,2,39,5.004556414222932
1796.3677840398177,1428.7942087068511,262.80851361885567,Sequencial,Hoosier,V8,Supercharger,Fibra de Vidro,Dianteira,Pista Tratada,7,31,6.380282572042334
1319.8662420508379,2629.867414696681,291.3882910051984,Sequencial,Hoosier,AP,Bi-Turbo,Fibra de Vidro,Dianteira,Pista Tratada,0,28,4.632368939613235
1550.5064083949514,1079.0635173845226,260.4346305288875,Sapinho,Pro-Front,5C,Single Turbo,Fibra de Vidro,Dianteira,Pista Tratada,9,13,6.396285016624582
1643.6610444800765,2718.985788624962,283.3119600940781,Sequencial,Hoosier,5C,Bi-Turbo,Fibra de Carbono,Dianteira,No Prep,1,36,4.9936623211702935
1546.6403384909597,1948.291546959994,273.89318057909924,Sapinho,Pro-Front,V6,Single Turbo,Fibra de Carbono,Traseira,No Prep,2,21,5.784859978232794
1096.8177220918371,1522.7289382025501,276.96382334960424,Liberty,Hoosier,V8,Supercharger,Metal,Traseira,No Prep,2,33,5.716518183794744
1206.587666134901,1456.7378258718124,272.64288162863323,Sapinho,Hoosier,AP,Aspirado,Fibra de Vidro,Dianteira,No Prep,6,26,6.100496224295107
954.991298181794,1807.2221737537616,288.99788037220685,Sequencial,Mickey Thompson,L6,Single Turbo,Metal,4x4,Pista Tratada,7,27,5.189603082361498
1653.1320478038967,2998.0039460176545,287.1150716767093,Liberty,Hoosier,V8,Supercharger,Fibra de Carbono,4x4,No Prep,8,21,4.530321474950343
1298.2981271398976,1362.6875262189233,268.87746978188284,Sapinho,Mickey Thompson,V8,Supercharger,Fibra de Carbono,4x4,Pista Tratada,6,42,5.993076171586852
1074.3713666041554,1116.7549626458992,268.63526213787776,Liberty,Mickey Thompson,AP,Bi-Turbo,Metal,Dianteira,No Prep,7,2,6.290001824061829
1445.4367391583253,2128.57385430919,278.97636280282876,Sapinho,Pro-Front,V6,Aspirado,Fibra de Vidro,Traseira,No Prep,5,21,5.276189496694081
1387.5784996945276,1925.93917952454,276.955953364503,Sequencial,Hoosier,V6,Single Turbo,Fibra de Vidro,Traseira,No Prep,1,47,5.550862899536663
1106.8157354754678,2000.8121692329455,286.9763603064076,Sequencial,Hoosier,V6,Single Turbo,Fibra de Vidro,4x4,Pista Tratada,0,20,5.3734536210275525
842.6421995755993,2300.5643768701557,308.9984870963499,Liberty,Hoosier,L6,Single Turbo,Fibra de Vidro,4x4,Pista Tratada,2,15,4.875687670398054
1605.8878347113596,1461.0025467283635,265.53959377860684,Liberty,Mickey Thompson,L6,Aspirado,Metal,Traseira,Pista Tratada,8,8,6.229850291573353
1424.369241084552,2812.396490306166,290.9576138481665,Liberty,Hoosier,AP,Single Turbo,Metal,4x4,Pista Tratada,6,12,4.807189564815749
1467.764759570352,1814.9113388568098,273.3398240267087,Sapinho,Pro-Front,V6,Single Turbo,Fibra de Carbono,4x4,No Prep,1,9,5.8121561521217195
1281.776581200953,1171.0810097991698,265.63175051643213,Sequencial,Pro-Front,AP,Bi-Turbo,Fibra de Vidro,Traseira,No Prep,0,48,6.232822638270857
1640.3560203440234,2458.8273891412828,279.6052604449888,Liberty,Hoosier,V6,Single Turbo,Fibra de Vidro,4x4,No Prep,1,20,5.535877138643196
1316.0593858764444,2250.5191404974858,284.644527004169,Liberty,Mickey Thompson,V8,Supercharger,Fibra de Vidro,4x4,No Prep,2,48,5.094866118846922
1473.1255658424634,1563.061145216478,269.1509528349822,Liberty,Pro-Front,5C,Aspirado,Metal,Dianteira,No Prep,5,41,5.959874817706832
1666.7858908710127,2205.1893204715016,275.4049843742021,Sapinho,Pro-Front,5C,Bi-Turbo,Fibra de Vidro,4x4,Pista Tratada,8,39,5.568302635614785
1284.1794394548765,1361.7101083748514,269.1347869613775,Liberty,Mickey Thompson,V6,Aspirado,Metal,Dianteira,Pista Tratada,7,6,6.127402400345948
864.736446726692,1834.162654615112,294.4569548268498,Liberty,Pro-Front,AP,Bi-Turbo,Fibra de Vidro,Traseira,No Prep,9,45,5.096144796463266
751.0852904184061,2788.7662965513828,332.46119004363067,Sapinho,Mickey Thompson,L6,Bi-Turbo,Fibra de Vidro,Dianteira,No Prep,8,21,3.8962517450769703
1450.2400007870913,1180.4218896375737,263.2518348329347,Sapinho,Pro-Front,V6,Single Turbo,Fibra de Carbono,Traseira,No Prep,7,17,6.426028403520416
1389.934315461742,1712.0625449736704,273.22628538927717,Liberty,Mickey Thompson,V6,Aspirado,Fibra de Vidro,Dianteira,No Prep,6,20,6.053517009246049
